,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,CYCLE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS
356,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,5,0,1
358,22.0,4,0.7199999999999999,0.5,0.5,3.5999999999999996,0,0,1,1,1,0,1,0,0,5,0,1
363,30.0,4,2.1599999999999997,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,0,1
366,22.0,4,5.0,1.75,0.5,2.0,0,0,1,0,0,1,1,0,1,5,0,1
377,40.0,4,2.52,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,0,1
390,30.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,0,1,0,1,0,1,5,0,1
394,22.0,4,0.7199999999999999,0.5,0.5,2.1599999999999997,0,0,1,0,1,1,1,0,1,5,0,1
403,40.0,4,3.5999999999999996,0.75,2.25,7.199999999999999,0,0,1,0,0,0,1,0,1,5,0,1
405,22.0,4,33.349999999999994,2.25,0.5,0.7199999999999999,0,0,1,0,1,0,1,0,1,5,0,1
408,22.0,4,26.7,4.25,1.25,19.599999999999998,0,0,1,0,1,0,1,0,1,5,0,1
410,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,5,0,1
448,22.0,4,33.349999999999994,1.75,0.5,1.0799999999999998,0,0,1,1,1,1,1,0,1,5,0,1
455,40.0,4,2.52,0.5,4.25,58.8,0,0,1,0,1,0,1,0,1,5,0,1
456,40.0,4,1.0799999999999998,0.5,2.75,8.999999999999998,0,0,1,1,0,0,1,0,0,5,0,1
458,30.0,4,1.0799999999999998,0.5,5.0,53.4,0,0,1,1,0,1,1,0,1,5,0,1
467,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,1,1,1,0,1,5,0,1
468,22.0,2,2.52,0.5,1.25,5.399999999999999,0,1,0,0,0,0,1,0,1,5,0,1
471,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,5,0,1
473,30.0,2,19.599999999999998,1.75,1.25,5.399999999999999,0,1,0,1,1,0,1,0,1,5,0,1
478,22.0,4,3.5999999999999996,0.75,5.0,25.0,0,0,1,0,0,0,1,0,1,5,0,1
482,22.0,4,5.399999999999999,2.25,1.75,5.399999999999999,0,0,1,0,0,1,1,0,1,5,0,1
486,22.0,1,58.8,3.25,2.25,39.199999999999996,1,0,0,0,1,1,1,0,1,5,0,1
488,22.0,4,5.399999999999999,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,5,0,1
489,22.0,4,2.1599999999999997,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,0,1
500,65.0,4,1.7999999999999998,0.5,0.5,7.84,0,0,1,1,0,1,1,0,1,5,0,1
504,40.0,4,26.7,1.75,0.75,3.5999999999999996,0,0,1,0,1,0,1,0,1,5,0,1
505,22.0,4,0.7199999999999999,0.5,5.0,78.39999999999999,0,0,1,1,0,1,1,0,1,5,0,1
506,30.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,0,1
507,22.0,1,3.5999999999999996,0.5,0.75,5.399999999999999,1,0,0,1,0,0,1,0,0,5,0,1
511,40.0,4,2.1599999999999997,0.5,5.0,98.0,0,0,1,1,1,0,1,0,1,5,0,1
512,30.0,4,2.8799999999999994,0.75,0.75,2.8799999999999994,0,0,1,1,0,1,1,0,0,5,0,1
513,30.0,2,1.0799999999999998,0.5,2.75,39.199999999999996,0,1,0,1,1,1,1,0,1,5,0,1
514,22.0,4,5.399999999999999,1.25,1.75,8.999999999999998,0,0,1,0,1,1,1,0,1,5,0,1
516,30.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,5,0,1
517,30.0,4,2.1599999999999997,0.5,2.25,39.199999999999996,0,0,1,0,0,1,1,0,1,5,0,1
520,54.0,4,5.399999999999999,0.5,5.0,20.0,0,0,1,1,0,1,1,0,1,5,0,1
522,22.0,1,1.7999999999999998,0.5,0.5,3.5999999999999996,1,0,0,0,1,1,1,0,1,5,0,1
523,22.0,2,5.0,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,1,0,1,5,0,1
524,30.0,4,5.399999999999999,1.25,0.75,1.7999999999999998,0,0,1,1,0,1,1,0,0,5,0,1
568,22.0,4,1.7999999999999998,0.5,2.75,10.0,0,0,1,0,0,1,1,0,1,5,0,1
577,30.0,4,1.7999999999999998,0.5,1.75,5.399999999999999,0,0,1,1,0,1,1,0,0,5,0,1
586,22.0,4,5.399999999999999,1.25,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,1,5,0,1
588,22.0,4,0.7199999999999999,0.5,0.5,2.1599999999999997,0,0,1,0,1,0,1,0,1,5,0,1
597,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,0,5,0,1
598,30.0,4,1.7999999999999998,0.5,5.0,66.69999999999999,0,0,1,0,0,1,1,0,0,5,0,1
602,22.0,4,3.5999999999999996,0.5,0.75,5.399999999999999,0,0,1,0,0,0,1,0,1,5,0,1
608,30.0,4,15.0,2.25,5.0,78.39999999999999,0,0,1,1,0,1,1,0,1,5,0,1
610,22.0,2,1.7999999999999998,0.5,0.5,0.7199999999999999,0,1,0,0,0,1,1,0,1,5,0,1
618,40.0,4,5.399999999999999,0.75,5.0,7.199999999999999,0,0,1,0,0,0,1,0,1,5,0,1
619,22.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,0,0,1,1,0,0,5,0,1
621,54.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,0,1,0,1,0,1,5,0,1
622,30.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,0,1
625,22.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,0,0,1,1,0,1,5,0,1
626,22.0,4,1.4399999999999997,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,5,0,1
627,22.0,4,1.0799999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,0,1
628,54.0,4,1.7999999999999998,0.5,3.25,58.8,0,0,1,0,1,1,1,0,1,5,0,1
633,54.0,4,5.399999999999999,0.5,0.75,5.0,0,0,1,1,0,0,1,0,1,5,0,1
636,22.0,4,5.399999999999999,1.25,1.25,7.199999999999999,0,0,1,0,1,0,1,0,0,5,0,1
640,22.0,4,5.399999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,5,0,1
645,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,5,0,1
646,22.0,2,2.52,0.75,0.75,3.5999999999999996,0,1,0,0,0,0,1,0,1,5,0,1
648,22.0,2,26.7,1.25,0.5,2.1599999999999997,0,1,0,0,1,0,1,0,1,5,0,1
649,30.0,2,5.399999999999999,0.75,0.75,5.399999999999999,0,1,0,1,0,1,1,0,1,5,0,1
651,40.0,4,1.7999999999999998,0.5,1.75,39.199999999999996,0,0,1,1,0,1,1,0,1,5,0,1
655,22.0,1,5.399999999999999,0.5,1.25,7.199999999999999,1,0,0,1,1,1,1,0,1,5,0,1
656,22.0,1,7.199999999999999,1.75,2.25,26.7,1,0,0,1,1,1,1,0,1,5,0,1
657,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,5,0,1
658,22.0,4,1.7999999999999998,0.5,5.0,40.05,0,0,1,0,1,1,1,0,1,5,0,1
4,54.0,4,2.52,0.75,1.75,18.69,0,0,1,0,0,0,1,0,1,15,0,1
24,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,0,1
27,30.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,0,1
28,40.0,4,1.7999999999999998,0.75,5.0,40.05,0,0,1,0,0,0,1,0,1,15,0,1
29,65.0,4,2.52,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,15,0,1
30,40.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,0,1
33,22.0,4,1.7999999999999998,0.75,0.75,1.7999999999999998,0,0,1,0,1,0,1,0,1,15,0,1
35,54.0,4,2.52,0.75,1.75,7.199999999999999,0,0,1,0,0,0,1,0,0,15,0,1
38,40.0,4,1.7999999999999998,0.5,0.5,3.5999999999999996,0,0,1,0,0,0,1,0,0,15,0,1
40,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,0,1,1,0,0,15,0,1
42,54.0,4,2.1599999999999997,0.75,1.75,26.7,0,0,1,0,0,0,1,0,1,15,0,1
44,22.0,2,2.52,0.75,0.5,7.84,0,1,0,0,0,0,1,0,1,15,0,1
45,54.0,4,5.399999999999999,0.75,2.75,66.75,0,0,1,0,0,0,1,0,1,15,0,1
47,65.0,4,4.319999999999999,1.25,1.25,19.599999999999998,0,0,1,0,0,1,1,0,1,15,0,1
49,40.0,4,2.52,0.75,0.75,19.599999999999998,0,0,1,0,0,0,1,0,1,15,0,1
57,22.0,4,1.7999999999999998,0.5,1.75,19.599999999999998,0,0,1,0,0,0,1,0,1,15,0,1
58,22.0,2,5.399999999999999,0.75,3.25,61.41,0,1,0,0,0,0,1,0,1,15,0,1
61,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,0,15,0,1
63,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,15,0,1
65,22.0,4,2.52,0.75,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,15,0,1
66,22.0,2,1.7999999999999998,0.5,0.75,23.520000000000003,0,1,0,0,1,0,1,0,1,15,1,1
67,22.0,4,3.5999999999999996,0.75,0.75,2.52,0,0,1,0,0,0,1,0,1,15,0,1
68,22.0,4,5.399999999999999,1.25,5.0,78.39999999999999,0,0,1,0,1,1,1,0,1,15,0,1
71,30.0,1,0.7199999999999999,0.5,0.5,2.52,1,0,0,0,1,0,1,0,1,15,0,1
75,22.0,1,5.399999999999999,1.25,1.25,5.399999999999999,1,0,0,0,1,1,1,0,1,15,0,1
76,22.0,1,1.4399999999999997,0.5,0.5,1.7999999999999998,1,0,0,0,0,0,1,0,1,15,0,1
81,30.0,4,0.7199999999999999,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,0,1
83,22.0,4,3.5999999999999996,0.75,0.5,3.5999999999999996,0,0,1,0,0,0,1,0,0,15,0,1
88,30.0,4,4.319999999999999,0.75,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,15,0,1
90,40.0,4,2.52,0.75,0.75,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,0,1
92,22.0,2,3.5999999999999996,0.75,0.75,3.5999999999999996,0,1,0,1,0,0,1,0,1,15,0,1
93,22.0,2,4.319999999999999,0.75,0.75,1.7999999999999998,0,1,0,0,0,0,1,0,1,15,0,1
95,22.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,0,0,0,1,0,1,15,0,1
96,22.0,4,1.7999999999999998,0.75,1.25,5.399999999999999,0,0,1,1,0,0,1,0,1,15,0,1
100,30.0,2,1.7999999999999998,0.5,1.25,50.96,0,1,0,1,0,0,1,0,1,15,0,1
101,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,1,0,1,0,1,15,0,1
102,22.0,1,3.5999999999999996,0.5,1.25,5.399999999999999,1,0,0,0,1,1,1,0,1,15,0,1
103,22.0,1,3.5999999999999996,0.5,1.25,5.399999999999999,1,0,0,0,0,1,1,0,1,15,0,1
104,40.0,2,50.025,5.0,1.75,33.349999999999994,0,1,0,1,1,1,1,0,1,15,0,1
105,30.0,4,26.7,1.75,1.25,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,0,1
106,22.0,2,1.7999999999999998,0.5,1.75,8.999999999999998,0,1,0,0,0,1,1,0,1,15,0,1
118,22.0,4,2.52,0.75,0.5,2.52,0,0,1,0,0,0,1,0,0,15,0,1
126,30.0,2,26.7,1.75,0.5,1.7999999999999998,0,1,0,1,0,0,1,0,1,15,0,1
147,30.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,0,0,1,1,0,1,15,0,1
150,22.0,4,1.7999999999999998,0.75,0.75,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,0,1
154,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,15,0,1
156,22.0,4,3.5999999999999996,0.75,0.5,0.7199999999999999,0,0,1,0,0,1,1,0,0,15,0,1
161,22.0,2,1.0799999999999998,0.5,1.25,3.5999999999999996,0,1,0,0,1,1,1,0,1,15,0,1
166,30.0,4,7.199999999999999,2.25,1.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,15,0,1
167,30.0,4,3.5999999999999996,1.25,1.25,5.399999999999999,0,0,1,0,0,1,1,0,0,15,0,1
174,22.0,4,13.35,1.75,0.75,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,0,1
175,22.0,4,1.7999999999999998,0.5,4.75,78.39999999999999,0,0,1,0,0,0,1,0,1,15,0,1
177,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,0,1
179,54.0,4,1.7999999999999998,0.5,3.75,50.025,0,0,1,0,0,1,1,0,1,15,0,1
181,65.0,4,3.5999999999999996,0.5,0.5,3.5999999999999996,0,0,1,0,0,1,1,0,1,15,0,1
185,30.0,4,1.7999999999999998,0.5,2.75,58.8,0,0,1,1,0,0,1,0,1,15,0,1
186,30.0,4,7.0,2.75,3.25,7.0,0,0,1,0,0,0,1,0,1,15,0,1
188,22.0,4,2.1599999999999997,0.5,5.0,66.69999999999999,0,0,1,0,0,0,1,0,1,15,0,1
